chunk_id,pulse_integral
2,3.4752117370577464e-6
4,0.000033027748290881224
5,0.000036007749193208756
6,0.00003880183958435894
7,0.00003642680870690864
8,0.00003993875574181984
9,0.00004138531653245916
11,0.00003716141345374645
12,0.000036820795015755475
13,0.00002629073450341876
14,0.000036451405658165025
15,0.000028376728169312215
17,0.0000380543384628284
19,0.00003701606496853183
20,4.1708613958261934e-7
21,0.000031158919357012274
22,0.00003789013422936168
23,0.0000367977437147593
24,0.00003755584869891487
25,0.00003691663242445095
26,0.00003396419516395866
27,0.0000388855081346947
28,0.00003767548506820135
29,0.000038812029725299635
30,0.000033430709700990314
31,0.000033691171109350105
32,5.729466461227326e-7
33,0.000037013533771084074
34,0.0000370475777263631
35,0.000025903901553049567
36,0.00002953295260296926
37,0.000032584924933723855
38,0.000034325216413933954
39,0.000034690937301314696
41,0.00003470005891021029
42,0.00003466740643900162
43,0.0000347178717420108
44,0.00003988180260866027
45,0.000032965447332801044
46,0.00003344637174129766
47,0.000029512822038452484
48,0.00004079163712238641
49,0.0000350698777448566
50,0.00003301212005987871
51,0.000030391222957938246
52,0.00003270807113881806
53,0.000035245108456681616
54,0.00002283665993529231
56,0.00003688555246849692
57,0.00003641460493691829
59,0.000041182036782835986
61,0.000026386656100786576
63,0.00003840568057508301
64,0.00003944753206625636
65,0.000032665831730550006
67,3.2265696804690833e-6
69,0.000030084629428039358
70,0.0000386083896516389
72,0.00003138051263101403
73,0.00003889952097405831
74,0.000029684575132004422
75,0.00003212121720088453
76,0.00002913145839745998
79,0.00004064115407464216
80,0.000029985964199965602
81,0.00003604387011014025
82,0.000034801577580042
83,0.000041233849878642915
85,0.00003231838124866198
86,0.000033953793748869724
87,0.00003455716472705486
88,0.000037650439702387965
89,0.000038911900973511354
90,0.00003595780972095132
91,6.889044358377124e-6
92,0.00003818015059973135
93,0.000028886419164176046
94,0.00003195435546143626
95,0.00003826972575733778
96,4.758644180957069e-6
97,0.000037711097144714506
98,0.000038748132913758154
99,0.000032566477649208664
100,0.0
101,0.000035325129289989174
102,0.00003862248059453705
103,0.00001260648560628343
105,0.00004069130743780252
106,0.000035434945424860944
107,0.00003423959159670485
109,0.00003920476824679048
110,0.00003360244390256711
111,0.00003630347109159215
112,0.00003228136043307333
113,0.00003322575915812812
114,0.00003687808098915994
115,7.954560863572672e-6
116,0.000031899525970906424
117,0.00003680109560630449
118,0.00003706258912981467
119,8.025993278096172e-6
120,0.00003696805410836379
122,0.00003591680038908442
123,0.00003315157228570473
124,0.000025447018252550122
126,0.00003545316895082367
127,0.000016258566288105613
130,0.000032360968265409713
131,0.000035178961085521084
132,0.00003700373285388616
134,0.00003358561443473573
136,0.000020179980380203476
137,0.000033463747847292544
138,0.00003478466120401634
139,0.0000390912867104986
140,0.00003412134778290998
141,0.00003410386528454044
142,0.00003686475720912283
143,0.00003400471572283683
144,0.00003142516375183966
145,0.000018073953962685743
146,0.00003727276439394237
147,0.00004654773174530896
148,0.00003318989752951337
149,0.000036352052674235
150,0.00003606124587949552
151,0.00003248848353580485
152,0.0000359318738989422
153,0.00003343980674191027
155,0.0000383331277341376
156,0.000028546308946524024
157,0.00004211603495490589
158,0.00004166876279145608
159,0.000036205813296531775
160,0.00003653353258528482
161,0.00003532106738770357
162,0.000030607702736260405
163,0.000030657777366480365
164,0.00003635223117915436
165,0.00003844970587498796
166,0.000013739769266683569
167,0.000040376250000874936
168,0.00003534224825530282
169,0.00003722161971544361
170,0.000034645137165996746
171,0.000036379237903098275
172,0.00003725785801927134
173,0.000035528195453159655
174,0.00003068356155276252
175,0.00003978418298920823
176,0.00003737099792243474
178,0.00003711655309585556
180,0.000035227526433014416
181,0.00003537828358701468
182,0.00002158339504849278
183,0.0000374054522416866
184,0.00003179251373004471
185,0.00003069491630217197
186,0.00003604008238393221
187,0.000035878318244977935
188,0.00003921539652673371
189,0.0000343054481934507
190,0.000031703454687766446
191,0.00004918617658291333
192,0.00003787439882783927
193,0.000037381942351709185
194,0.000017553781792389882
196,0.00003118895544311575
197,0.00003593486360386572
198,0.00003506074131181115
199,0.00004049293643011488
200,0.000036825530202608394
202,0.00003437091969645518
203,0.00003983886912301945
205,0.000034844330328096074
207,0.00002550047330718973
208,0.00003174627689912348
209,0.00003043716841714295
210,0.00003885880509985415
211,0.000018676719127358596
213,0.00003938750109598642
215,0.00003676211393017687
216,0.00007439778807414129
217,0.000034351305196841334
218,0.00003650632981351925
219,0.00003441394122065327
220,3.9099512059458264e-7
221,0.00003376320749651283
222,0.00003056620733331167
223,0.00003554686464955
224,0.00003595046025975318
225,0.00003281220420763958
226,0.000028719324719753223
228,0.00003748932832962096
229,0.00003631304600905491
230,0.00003022323064666939
231,0.00004009126186579976
232,0.00004503724444327654
233,0.000010967967408829
234,0.00003037672141147668
235,0.00003675995820145265
236,0.00003471368962276927
237,0.00003609326577532992
238,0.000035759411041590556
239,0.000034759586937261147
240,0.00003472719757138598
241,0.00003652246298147468
242,0.000034969103626821896
243,0.000026552402907651564
245,0.00002575525980327217
246,0.000034030330181733366
247,0.00003433827048679913
248,0.00003344873037078166
249,0.000034766556191106205
250,0.00004125629524297461
251,0.000036844070471475025
252,0.000039812553245619474
253,0.00004005706326578736
254,0.00003101556975770793
255,0.00003706076242451122
256,0.000035977817684161914
257,0.00003192072336529639
258,0.00003285806280473964
259,0.00003481158165231735
260,0.00003889748045201235
261,0.00003824116457720793
262,0.000018250824624086744
263,0.00003624385432215334
265,0.000032703134157544776
266,0.00003728352718518739
267,0.00003625116679717186
268,0.000035969429050245914
269,0.00003828619164169373
270,0.00003600686086247795
271,0.00003329624229583117
272,0.00003708211497451615
273,0.00003525741036044944
274,0.000030461572640008117
275,0.000025108005502947413
276,0.000033436791034185674
277,0.000010126088549131075
278,0.000037358810601184785
279,0.000035438131039409435
281,0.00004214211597388282
283,0.000036898848133028026
284,0.000034209433621429207
285,0.00004000912641520066
286,0.000032824167901625555
287,0.000034874983733974385
288,0.00003548741962054627
289,0.000037543404599340674
290,0.00003568819747841512
292,0.00003203664627552912
293,0.00003618983782476802
295,0.00003630320694301701
296,0.000037042865930775505
298,0.000031028428302594496
299,0.000039527710513223915
300,0.00003515515445682535
301,0.00003774818688681046
303,0.00003630752794454849
305,0.00003914206565216514
306,8.40020857810024e-6
307,0.000036117770239200715
308,0.00003349224277123577
309,0.000013782470553740773
310,0.00003496676342705015
311,0.000038223707638238306
312,0.000020282654961596412
313,0.000041837499911249765
314,0.00003666184879050699
315,0.00003484690515751651
316,0.000040084264821594115
317,0.00003229520102032308
320,0.00003657654286782403
321,0.00003345844284643132
322,0.000029661445899832533
323,0.00003748553117201059
324,0.000024490723208930043
326,0.00003624064181544949
327,6.192485427760381e-6
328,0.00003725936287780413
329,0.00003876735175626236
330,0.00004399534956190548
331,0.000035839870473471035
333,0.0000343326819118066
335,0.00003125972946498551
336,0.000039729673695540284
337,0.000033231294749631976
