chunk_id,pulse_integral
0,0.00003280731865312315
1,0.000037247708762589435
4,0.000042691844053612785
5,0.00006351676223679241
6,0.000028733630457700325
7,0.000042891418714607616
8,0.00004579932462380848
11,0.00006448007540465022
12,0.00004704299974857493
14,0.0000297333496579005
16,0.000033012498719959686
19,0.00004109468553217807
20,0.00003714092712935079
21,0.00006711420345211896
22,0.00006358609521586392
23,0.00003918364790384281
24,0.00003332536385168027
26,0.000037104584704255054
27,0.00003881793466361684
28,0.00006906549945384191
32,0.0000644313528685558
33,0.00002872778414175623
34,0.00003239884425889928
36,0.00006709748056054589
38,0.00002430455371779822
39,0.000041399903653923406
40,0.00006236542357706014
41,0.00003104075376426986
44,0.00003936154058974077
45,0.0000389800014684823
46,0.00002994964735178449
47,0.00005923042383274165
49,0.000046324554712915723
50,0.00005139799331386203
53,0.00006312406072479608
54,0.00003847329861084872
55,0.00003924582527889783
56,0.00006402941943300159
57,0.000041004053168616864
58,0.000027804558487226416
60,0.0000399982792914878
61,0.000037394821250639896
62,0.00004565309785414402
63,0.000026740185333660465
65,0.000039945416262380005
66,0.00003723647425321383
68,0.00006832692119892569
69,0.000027385380823397485
71,0.00006395664233969109
72,0.000029145066478433198
73,0.00003815410843345743
75,0.00006739828818754621
76,0.00008041696615053375
77,0.00004605570478005801
78,0.00006058353620204762
79,0.00004831972533350957
82,0.00003216657285398429
83,0.00003937076196524093
84,0.000046491966039250235
85,0.00004029666911175409
87,0.000044952363374149766
88,0.00004623933755665997
89,0.000037972372484041246
92,0.000044868302968971625
93,0.0000395897474025283
96,0.0000671638450609728
97,0.00002884851612711581
99,0.00006445141668801855
100,0.00003472295726164991
101,0.000034949263989356654
106,0.00004568416124851064
109,0.00003453092135892864
111,0.00004321034274699894
113,0.00002656305164893434
114,0.00004485130381332546
115,0.000033208794329296144
118,0.00003336864050326735
119,0.0000320304000238386
120,0.00003618611345283283
122,0.000044408929113603124
124,0.00003161688093853733
126,0.000029902260997457126
127,0.00004061477564220323
128,0.0000672719547965977
129,0.00006774074381628539
130,0.000032533086870189626
132,0.00003153597371743821
134,0.000030140965420529767
135,0.00002923496551264596
136,0.00004364363794035492
140,0.000024426164580091227
141,0.000029374274492483004
143,0.00006490366809422417
145,0.000031184338549754696
146,0.00002995845141097342
147,0.00003083172170807983
148,0.00006919693091788514
149,0.00006392172109393891
150,0.0000343770286060758
151,0.00002805901424842214
153,0.000028240489199839492
154,0.00006933449837778245
158,0.00006670054927286062
160,0.000046608557541285016
161,0.00003285963323642805
163,0.00004988952479488773
164,0.00003119188898931141
166,0.000034757470634365456
167,0.00003710641142115506
168,0.00003430460033513417
169,0.00006173348731643012
170,0.000046346760642971115
171,0.000038165503394604373
173,0.00003593867843709815
174,0.00006726712491628121
175,0.0000439880462359892
176,0.00004909782215508187
178,0.00004142018336495055
179,0.00004628093841661175
180,0.00003117444810539995
181,0.00005207394542482838
182,0.000030564820731584976
183,0.00003836972790896681
185,0.00002691026214284187
186,0.000040998384430733005
187,0.0000666901327605026
190,0.00003628280094204384
191,0.00004763913777004359
192,0.00006576876038385951
193,0.00006626815398340166
194,0.0000382039577037366
195,0.00003362061416065615
197,0.00004887039306208376
198,0.00006544354041056346
200,0.0000395207859855139
202,0.00006109621321674223
203,0.00003887225657321655
205,0.000035765916666112964
206,0.00002481126641095277
207,0.00004705957039618955
208,0.000045676406043908025
210,0.000035772785086852
211,0.000021639806381367496
213,0.00004087358711417759
214,0.00005001969979773931
215,0.00006378481280404309
